vsid,weight,gender,age_group4,education,income,region,metro,race,hispanic,pid_base,pid_lean,vote_2024,votechoice_2024
228b0c7c-cf65-4071-8ff9-0dd5749831ea,0.308166544,Female,30-49,2-year or associate degree,"Less than $15,000",South,Non-metro,Black or African-American,No,Independent,Neither,I voted,Donald Trump
016b017d-af56-4d16-b0e9-260833e1859f,0.705699668,Female,50-64,4-year or bachelor degree,"$100,000 to under $150,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
40227910-4f57-4f9b-b34e-510e7c8a2aa3,1.095351806,Female,65+,High school graduate or GED,"$50,000 to under $75,000",Northeast,Non-metro,White,No,Democrat,,I voted,Kamala Harris
f12bf12b-7597-4238-91db-f347bafffe5d,2.33273587,Male,30-49,Some high school or less,"$50,000 to under $75,000",West,Metropolitan,Asian or Asian-American,No,Other or none,Neither,I did not vote,
20952783-21fd-456c-a366-f1a63037d9fd,0.85307376,Female,18-29,High school graduate or GED,"$15,000 to under $50,000",Northeast,Metropolitan,Black or African-American,No,Independent,Neither,I voted,Kamala Harris
7d63003b-b142-4548-a7d2-eac0848160fd,0.634573351,Male,30-49,Post-graduate degree,"$150,000 to under $200,000",Midwest,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
7fb0f996-ca4d-4e78-9b55-f6c0d0a06b25,1.776726292,Female,50-64,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,No,Other or none,The Republican Party,I did not vote,
5647ba79-cb07-438f-8b5a-30a5284a335d,0.659761552,Male,30-49,4-year or bachelor degree,"$75,000 to under $100,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
417daec8-3cfb-4fc3-afee-9051d8b306b0,1.069228744,Male,30-49,High school graduate or GED,"Less than $15,000",South,Non-metro,Black or African-American,No,Other or none,Neither,I did not vote,
79e1ba30-2d9a-4ed4-ac37-c2ab13a33907,0.819291294,Male,30-49,"Some college, no degree","$75,000 to under $100,000",South,Metropolitan,Some other race,No,Democrat,,I voted,Donald Trump
3683b1b3-72f2-44cd-846a-a6f415314891,0.989842945,Male,65+,Post-graduate degree,"$75,000 to under $100,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
20deea33-5920-4a82-b40b-6fbe56f1eea3,1.200047044,Female,18-29,"Some college, no degree","Less than $15,000",South,Non-metro,Black or African-American,No,Democrat,,I did not vote,
6bd2ec88-29f7-4dd9-b006-79cd61ef49eb,1.072785078,Male,50-64,High school graduate or GED,"$100,000 to under $150,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
7ff2ef8a-c3cf-46f3-b9db-d7f78715d3e8,0.656209215,Female,30-49,4-year or bachelor degree,"$50,000 to under $75,000",West,Metropolitan,Asian or Asian-American,No,Democrat,,I voted,Kamala Harris
54b08421-e893-4c07-aafb-82d6043a4f1b,1.15038495,Female,18-29,High school graduate or GED,"$15,000 to under $50,000",Midwest,Non-metro,White,No,Republican,,I voted,Donald Trump
64bf2dde-35fe-4bf5-8291-1f9377660241,0.714433019,Male,30-49,High school graduate or GED,"Less than $15,000",South,Non-metro,White,No,Republican,,I voted,Donald Trump
aca33865-6ad0-4ca0-ae36-105bbe27cd1e,1.056923049,Female,30-49,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,Yes,Independent,Neither,I voted,Donald Trump
98ed4b9e-4129-4d08-88df-9e502202618b,0.792841078,Male,30-49,Post-graduate degree,"$100,000 to under $150,000",Midwest,Metropolitan,White,Yes,Independent,The Republican Party,I voted,Donald Trump
9d7f0a96-af75-492c-8ead-daf9e33ad291,1.03685268,Male,65+,"Some college, no degree","More than $200,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
90803e9d-69ed-41ec-8ee0-e76e464b429e,1.280700401,Male,30-49,Post-graduate degree,"More than $200,000",Northeast,Metropolitan,White,No,Other or none,The Democratic Party,I voted,Someone else
44f6ff9a-d845-4a46-9538-428459dd15ef,0.999860291,Male,18-29,High school graduate or GED,"Less than $15,000",South,Metropolitan,Black or African-American,No,Independent,Neither,I voted,Kamala Harris
0e52f037-8b3e-4e19-85bd-ba84f9a832b9,0.71291242,Female,65+,4-year or bachelor degree,"$150,000 to under $200,000",South,Metropolitan,White,No,Democrat,,I voted,Donald Trump
cb495a3d-daf4-49a6-86b4-40a981d38f6e,0.917596202,Male,65+,4-year or bachelor degree,"$15,000 to under $50,000",West,Metropolitan,White,No,Independent,Neither,I voted,Someone else
ec0cfb02-095c-4532-a6a4-ce5d95da1769,0.701041399,Female,65+,4-year or bachelor degree,"$50,000 to under $75,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
88dbeb97-6130-421b-9111-00f1b450dfc2,0.844527031,Female,65+,4-year or bachelor degree,"$100,000 to under $150,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
8028ad6a-c9f4-4383-a8c4-a1c022d4c0e3,0.691095024,Male,30-49,2-year or associate degree,"$100,000 to under $150,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
27995161-ab43-4a6d-b081-d283d12aaf40,1.345790182,Female,30-49,4-year or bachelor degree,"$100,000 to under $150,000",Midwest,Non-metro,White,No,Republican,,I voted,Someone else
b47e3e8f-fb36-44d0-a73c-20e80db18647,1.5257334,Male,30-49,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,Yes,Republican,,I voted,Donald Trump
63a8b4af-e1ab-40f8-895f-2368cb0bf75f,0.816888315,Female,30-49,High school graduate or GED,"$75,000 to under $100,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
1a746950-9542-455a-a1b3-c5710631b73b,0.685260961,Female,50-64,"Some college, no degree","Less than $15,000",South,Metropolitan,White,No,Independent,Neither,I was not registered to vote,
9691dbc2-8fd7-490f-ad85-8c0b1318d59a,0.529791407,Male,30-49,High school graduate or GED,"Less than $15,000",South,Metropolitan,Black or African-American,No,Independent,Neither,I voted,Kamala Harris
3c606eb6-55d5-4e5f-af60-ecd039bc71ae,2.653944149,Female,18-29,"Some college, no degree","$100,000 to under $150,000",South,Metropolitan,Mixed race,Yes,Other or none,Neither,I voted,Someone else
664413d1-c880-4710-b807-798aed38b645,0.400854087,Female,30-49,2-year or associate degree,"$15,000 to under $50,000",West,Metropolitan,White,Yes,Other or none,The Democratic Party,I voted,Kamala Harris
ee28047a-2499-41c9-ba8b-32c6f024c24d,0.718260147,Female,65+,"Some college, no degree","$100,000 to under $150,000",West,Metropolitan,White,No,Independent,The Democratic Party,I voted,Donald Trump
5111b132-9777-4c97-911f-e50994b9b662,1.069228744,Male,30-49,Some high school or less,"Less than $15,000",Northeast,Metropolitan,Black or African-American,No,Other or none,The Republican Party,I did not vote,
789b4899-e756-42a2-a838-65813c7c1c6c,2.172634048,Male,18-29,Some high school or less,"Less than $15,000",South,Non-metro,White,No,Other or none,Neither,I did not vote,
96b31b9a-6b2f-45ab-9bf6-4fd0cfcbf96d,2.160130462,Female,18-29,2-year or associate degree,"$150,000 to under $200,000",West,Metropolitan,White,No,Other or none,The Democratic Party,I did not vote,
578be46e-1040-4129-8d32-2b3b7dae2f6d,2.05267175,Male,65+,2-year or associate degree,"$50,000 to under $75,000",Northeast,Metropolitan,White,Yes,Independent,The Democratic Party,I voted,Someone else
bf760cbe-4969-437a-9c7b-2ebe2d5826a9,1.456556651,Male,18-29,"Some college, no degree","$15,000 to under $50,000",South,Non-metro,White,No,Other or none,The Republican Party,I voted,Someone else
161281a9-5929-4191-958c-3a1311609193,0.999860291,Male,18-29,High school graduate or GED,"Less than $15,000",Northeast,Metropolitan,Black or African-American,No,Independent,Neither,I voted,Kamala Harris
97d97c96-58bf-4c38-ba77-26a96a0d8c2d,1.858557335,Male,30-49,High school graduate or GED,"$100,000 to under $150,000",South,Metropolitan,Black or African-American,No,Independent,Neither,I did not vote,
56aa0021-4a65-42ce-bb94-b3ffe07d491c,1.414373037,Male,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,Yes,Independent,Neither,I did not vote,
4e4deb1a-4d80-41e1-8c0c-a768fbb3b8f4,0.590195119,Female,50-64,"Some college, no degree","$75,000 to under $100,000",South,Metropolitan,White,No,Independent,The Republican Party,I voted,Kamala Harris
1211106c-c925-4b2e-bc31-5a021f578eed,1.245996329,Male,30-49,2-year or associate degree,"$50,000 to under $75,000",South,Metropolitan,Black or African-American,No,Independent,The Republican Party,I did not vote,
622b9f4b-5971-48fc-b6c2-3c8d76bf1bc9,0.556717304,Female,30-49,High school graduate or GED,"Less than $15,000",South,Metropolitan,Black or African-American,No,Republican,,I voted,Kamala Harris
b13e8a5d-a59d-47fe-a349-485b99cb67cf,1.65656212,Male,18-29,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,Mixed race,Yes,Republican,,I voted,Donald Trump
cdcc3582-38f7-4368-b5dc-65e5c9755eb8,1.102630182,Female,50-64,High school graduate or GED,"$75,000 to under $100,000",Midwest,Non-metro,White,No,Republican,,I voted,Donald Trump
f0dcf8c7-a90e-4f9f-9633-73d978a923d6,2.343695932,Male,18-29,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
6e689697-cc6e-47fa-997d-cbdb31c375f5,0.884635406,Female,65+,"Some college, no degree","$50,000 to under $75,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
f9b37a33-24aa-4c9f-aab2-29d6fefc0186,0.965050525,Male,65+,2-year or associate degree,"$50,000 to under $75,000",Midwest,Metropolitan,Some other race,No,Independent,The Democratic Party,I voted,Kamala Harris
c03196ed-9caf-46fd-9d1e-abe0fc962ed2,0.759133541,Female,65+,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
0181fea9-6518-4331-b319-0772b87af1c2,0.743493671,Male,50-64,High school graduate or GED,"$15,000 to under $50,000",Midwest,Non-metro,White,No,Republican,,I voted,Donald Trump
270140f6-7d37-48bf-bb8b-6ea7a6cfc3c5,0.686598359,Male,50-64,4-year or bachelor degree,"$100,000 to under $150,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
ee594a27-32d6-486b-a542-ee844ea21685,0.790298631,Male,65+,Post-graduate degree,"$50,000 to under $75,000",West,Non-metro,White,No,Independent,The Democratic Party,I voted,Kamala Harris
49b864fd-1b08-40f3-9df1-e8022c1d7076,0.810585445,Male,30-49,4-year or bachelor degree,"$100,000 to under $150,000",West,Metropolitan,White,Yes,Democrat,,I voted,Kamala Harris
03c8aeaa-4adf-418c-85b0-28545aa47713,1.396092088,Male,50-64,"Some college, no degree","$75,000 to under $100,000",West,Metropolitan,White,No,Other or none,Neither,I did not vote,
0b853b0a-046f-4632-87c4-bb888c3f04c8,1.209711978,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",Northeast,Metropolitan,White,No,Republican,,I did not vote,
5ad472f4-a18f-4a86-b0a6-324777d2b114,0.759133541,Female,65+,High school graduate or GED,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
f8f5e476-7cae-4ae2-a4f4-32fa3e8fddd2,1.334300442,Female,30-49,"Some college, no degree","$75,000 to under $100,000",West,Metropolitan,Mixed race,No,Independent,The Democratic Party,I did not vote,
ed79cd0c-944d-4895-a335-f4c9ad6661e2,0.585800885,Female,50-64,4-year or bachelor degree,"$75,000 to under $100,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
404790d2-fc19-48d5-9119-3ebba246fdb9,0.734335338,Female,65+,2-year or associate degree,"$100,000 to under $150,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
96eda0af-c57b-451f-89b3-9b28851b255a,1.283826588,Male,65+,High school graduate or GED,"$100,000 to under $150,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
c36c0504-1c4d-4c7b-9f3c-a121251f96cf,0.843992404,Female,50-64,"Some college, no degree","Less than $15,000",Northeast,Metropolitan,White,No,Republican,,I was not registered to vote,
112c6d02-4e0e-46e3-9eb1-bf85b1f73e08,1.11280595,Female,18-29,"Some college, no degree","$100,000 to under $150,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
e264295a-a164-4619-a25b-14fbf5a68edb,1.342476234,Female,30-49,Post-graduate degree,"$50,000 to under $75,000",South,Metropolitan,Mixed race,Yes,Independent,The Democratic Party,I was not registered to vote,
47413efd-7ffc-42f2-af1f-e3d7ad2ecb63,0.714433019,Male,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
4f53a3d2-ed00-4101-a23a-3c6a870afe19,0.613621808,Female,50-64,2-year or associate degree,"$50,000 to under $75,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
2021cc2b-c668-4061-9990-adb5e58f5df0,0.710321431,Female,30-49,2-year or associate degree,"$50,000 to under $75,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
91f5bb8e-f5e4-437e-a191-8557f7a62bdf,0.809006537,Female,30-49,"Some college, no degree","$15,000 to under $50,000",South,Metropolitan,White,Yes,Independent,Neither,I did not vote,
47174d35-82cb-4fd0-a575-a753b939d44a,1.280700401,Male,30-49,Post-graduate degree,"$150,000 to under $200,000",Midwest,Metropolitan,White,No,Independent,The Democratic Party,I voted,Someone else
d6742106-cef9-46fd-af2a-5ca2b98b82fd,1.092684565,Female,30-49,4-year or bachelor degree,"$75,000 to under $100,000",South,Metropolitan,White,No,Independent,Neither,I did not vote,
2b880b42-c8b0-474e-88f0-081e8d179a48,0.879516981,Female,30-49,High school graduate or GED,"$75,000 to under $100,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
c1ad03e8-9697-4871-9c45-0a446d21697f,0.611587623,Female,30-49,2-year or associate degree,"Less than $15,000",South,Metropolitan,Black or African-American,No,Independent,Neither,I did not vote,
71c718f8-06fc-448b-b3a1-1896ac4d1bba,0.691095024,Male,30-49,"Some college, no degree","$75,000 to under $100,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
2132fb77-7c07-404d-ba26-a8d921a52a78,0.557450851,Female,50-64,"Some college, no degree","$50,000 to under $75,000",Midwest,Metropolitan,Black or African-American,No,Other or none,The Republican Party,I voted,Donald Trump
582e610b-13f8-46a7-b7a6-fa1bff2bb052,1.395763314,Female,30-49,4-year or bachelor degree,"$75,000 to under $100,000",South,Metropolitan,White,Yes,Democrat,,I was not registered to vote,
c5b6716e-3122-4318-b00b-05035a784fc7,1.323955613,Female,65+,"Some college, no degree","$50,000 to under $75,000",Northeast,Metropolitan,Black or African-American,No,Other or none,Neither,I did not vote,
92841b71-9e85-471e-8d5c-b9777a0c7f43,0.827127862,Male,50-64,Post-graduate degree,"$100,000 to under $150,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
e389ed56-d7f5-48ab-8663-d171f765ab28,0.883619561,Male,50-64,"Some college, no degree","$50,000 to under $75,000",West,Metropolitan,White,Yes,Democrat,,I voted,Kamala Harris
8397ecf6-3b41-45a5-ba9c-bb26ef80c0b2,0.800406893,Male,50-64,Post-graduate degree,"$150,000 to under $200,000",South,Metropolitan,Asian or Asian-American,No,Democrat,,I voted,Kamala Harris
0a02f067-7290-4cdc-b935-289d21e19a6b,0.999326819,Male,65+,2-year or associate degree,"$15,000 to under $50,000",South,Metropolitan,White,No,Democrat,,I did not vote,
b180d620-e7bf-41ec-ac52-9243c0c5510a,0.508931087,Female,65+,"Some college, no degree","$15,000 to under $50,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
ff8033da-eca4-4a30-a263-26394afbf2fa,1.102630182,Female,50-64,High school graduate or GED,"$75,000 to under $100,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
f9da9f4d-d4bf-437e-9e95-a46afb210174,2.102748436,Female,30-49,High school graduate or GED,"$50,000 to under $75,000",West,Metropolitan,White,No,Republican,,I did not vote,
f50bf98d-f475-4246-90be-a88edcf0749f,1.658296247,Male,65+,4-year or bachelor degree,"$50,000 to under $75,000",Midwest,Non-metro,White,No,Democrat,,I did not vote,
e7184c8e-1ac5-4f4b-af53-70c866bbc361,1.305666202,Female,50-64,High school graduate or GED,"Less than $15,000",West,Metropolitan,White,Yes,Democrat,,I voted,Someone else
e52186bf-b4e0-4bc4-931e-fc6137de029c,1.03685268,Male,65+,"Some college, no degree","More than $200,000",South,Non-metro,White,No,Republican,,I voted,Donald Trump
c5e093c3-ad3b-4c70-96a8-69310c61f852,0.739758372,Male,30-49,Post-graduate degree,"More than $200,000",West,Metropolitan,Asian or Asian-American,No,Independent,The Republican Party,I voted,Kamala Harris
725290bc-8bfa-451a-bf11-7046760af791,0.686598359,Male,50-64,4-year or bachelor degree,"$50,000 to under $75,000",West,Non-metro,White,No,Democrat,,I voted,Kamala Harris
63a3a636-ff2c-4c3e-861c-c3b549127573,0.860690809,Male,65+,"Some college, no degree","$75,000 to under $100,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
33996914-ef5f-428b-8eb6-01695bfa4509,0.912258436,Female,30-49,High school graduate or GED,"Less than $15,000",South,Metropolitan,Black or African-American,No,Other or none,Neither,I did not vote,
63fe376e-f95f-4af5-a5a3-e09f2ce8ce2d,1.319542911,Female,65+,High school graduate or GED,"$100,000 to under $150,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
14bc211b-8e1b-41df-9cfa-c01b405a2d6d,0.562903911,Female,30-49,Post-graduate degree,"$150,000 to under $200,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
60569996-445e-47eb-8b4c-677d37d45006,0.886934925,Female,18-29,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
b93536b6-87ae-4579-bffd-934463d9c6b5,1.324366053,Female,30-49,4-year or bachelor degree,"More than $200,000",South,Metropolitan,Asian or Asian-American,No,Democrat,,I voted,Someone else
ce082a73-fbd5-4d6a-bb3d-e629fdff55fd,0.821668055,Male,65+,Post-graduate degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
3dd1719c-73fa-4569-b196-014b1d47ff9d,0.469956159,Female,30-49,High school graduate or GED,"Less than $15,000",Northeast,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
cb08659a-a4f4-4202-b812-4fb76de7ecf9,0.515041224,Female,50-64,High school graduate or GED,"Less than $15,000",South,Metropolitan,White,No,Independent,Neither,I voted,Donald Trump
89f87b07-ea6b-4eeb-9cce-18b4dd56cac4,1.296679129,Male,50-64,"Some college, no degree","$50,000 to under $75,000",South,Metropolitan,Black or African-American,No,Independent,Neither,I voted,Someone else
1ee28d83-d35a-4a9c-89f8-6cadc2d7c8f0,0.674277227,Female,65+,Post-graduate degree,"$100,000 to under $150,000",Northeast,Metropolitan,White,No,Independent,Neither,I voted,Kamala Harris
f0775a7d-b00f-45e0-82fb-07594bf51de5,0.759133541,Female,65+,High school graduate or GED,"Less than $15,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
395dc458-30b3-490b-ab5d-028d41b6f71a,1.721679462,Female,18-29,High school graduate or GED,"Less than $15,000",Midwest,Metropolitan,Black or African-American,No,Other or none,The Democratic Party,I was not registered to vote,
8fd1e531-e397-4ab9-96ee-4b40c4795965,0.866409914,Male,50-64,"Some college, no degree","$50,000 to under $75,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
7bc578e1-9e79-4231-bbed-05cf56ed79a9,0.701041399,Female,65+,4-year or bachelor degree,"More than $200,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
1e96d8bc-151c-4a8a-bf72-cb1fcf42c3b5,0.844527031,Female,65+,4-year or bachelor degree,"$150,000 to under $200,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
8944351b-6354-4f21-b49a-af5ad98188c0,1.009504364,Male,65+,Post-graduate degree,"More than $200,000",Northeast,Metropolitan,Some other race,Yes,Democrat,,I voted,Kamala Harris
cb6b2dbf-9706-4522-8960-213a9aa14840,0.860263647,Female,30-49,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,No,Independent,The Republican Party,I voted,Donald Trump
166511ed-43cd-44f8-ad0c-de1120e92d08,0.562903911,Female,30-49,4-year or bachelor degree,"$150,000 to under $200,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
1a7b45c1-42d0-4586-a2ae-8317b86f32e1,1.945500634,Male,18-29,High school graduate or GED,"$100,000 to under $150,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
28b8c093-0479-418e-b9a7-0cd150741e69,0.629828937,Female,30-49,4-year or bachelor degree,"$50,000 to under $75,000",South,Metropolitan,Black or African-American,No,Republican,,I voted,Donald Trump
e4d7ac1d-5c4f-4e8a-bcf6-46637ce9fc12,0.790298631,Male,65+,Post-graduate degree,"$75,000 to under $100,000",Midwest,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
5778b2b7-933f-4c0e-b372-8ca75221e176,0.327879228,Female,50-64,"Some college, no degree","Less than $15,000",Midwest,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
f0961d94-e145-474f-8310-37d4b3806fd0,0.686598359,Male,50-64,4-year or bachelor degree,"More than $200,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
bb6128c3-b499-4598-bd85-9f18ad93bbd2,0.769121696,Male,30-49,Post-graduate degree,"$100,000 to under $150,000",South,Metropolitan,Asian or Asian-American,No,Democrat,,I voted,Kamala Harris
1eee9aaa-ac7b-404a-aafd-f8b619a7f596,0.987049241,Female,50-64,High school graduate or GED,"Less than $15,000",South,Metropolitan,Black or African-American,No,Democrat,,I did not vote,
68e3826b-ca66-4d40-a343-7506ed0515bb,0.541413515,Female,30-49,4-year or bachelor degree,"$100,000 to under $150,000",West,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
abbb1d74-7bf3-4287-bc1d-6bc2da2cb443,0.634343565,Female,50-64,High school graduate or GED,"Less than $15,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
5d416178-ada0-4488-980d-242548877f9a,1.765810592,Male,65+,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Republican,,I was not registered to vote,
bdb1e220-7a5c-404e-8d9c-00a66e91890e,0.989842945,Male,65+,Post-graduate degree,"$75,000 to under $100,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
3b39250c-269f-431c-8082-191228d79178,0.609549221,Female,30-49,High school graduate or GED,"Less than $15,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
c4a5bd08-e563-41e1-bc44-71e7c11bc342,0.889755984,Male,65+,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
a1238365-3489-4db5-9dd4-0af76f2ae0e0,0.691095024,Male,30-49,"Some college, no degree","$75,000 to under $100,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
f2250906-7a8f-4b23-b68d-dfa813d3998e,1.206733117,Female,30-49,High school graduate or GED,"Less than $15,000",Northeast,Metropolitan,Black or African-American,Yes,Other or none,Neither,I did not vote,
aa737f83-ef18-49dc-8c37-be0602b682b5,1.151203684,Male,30-49,High school graduate or GED,"$15,000 to under $50,000",West,Metropolitan,White,No,Independent,Neither,I did not vote,
601faeb9-70de-44e6-a8ea-c15048917229,1.354695456,Female,50-64,High school graduate or GED,"$75,000 to under $100,000",West,Metropolitan,White,Yes,Republican,,I voted,Donald Trump
99053079-eae6-4f82-8111-897c63cf3369,0.734335338,Female,65+,2-year or associate degree,"$75,000 to under $100,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
ddb928bc-7ece-4fb2-bd49-e531fbf15e6d,0.345289038,Female,50-64,"Some college, no degree","$15,000 to under $50,000",South,Metropolitan,White,No,Independent,Neither,I voted,Donald Trump
d31ae7d5-86b2-4496-ad22-f3cb1550b565,0.691585794,Female,30-49,Post-graduate degree,"$100,000 to under $150,000",West,Metropolitan,White,Yes,Democrat,,I voted,Kamala Harris
8de6bd39-5953-46b8-a243-44595eee1d6e,0.830494778,Male,30-49,"Some college, no degree","$50,000 to under $75,000",South,Metropolitan,Native American or American Indian,Yes,Independent,The Republican Party,I voted,Donald Trump
14fdb7d3-9eb1-407c-b9b4-4337ba28bf73,1.635929246,Male,30-49,Post-graduate degree,"$50,000 to under $75,000",West,Metropolitan,White,Yes,Democrat,,I did not vote,
d9e5d037-f431-48c4-8fd9-bc65c5432743,1.062352579,Female,18-29,4-year or bachelor degree,"$50,000 to under $75,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
8cbc9b89-90ca-4353-a8de-8db9d0b353f6,2.080475863,Male,30-49,High school graduate or GED,"$100,000 to under $150,000",South,Metropolitan,White,No,Democrat,,I voted,Someone else
994f4a4a-12fc-4902-b194-4303ebde3844,1.319542911,Female,65+,High school graduate or GED,"$50,000 to under $75,000",,,White,No,Republican,,I voted,Donald Trump
db04dd15-0fca-49dd-9035-9f1cc591be10,0.544087162,Female,50-64,Post-graduate degree,"$100,000 to under $150,000",Northeast,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
5841c2ef-9148-47cc-b035-a0b2d302fd4f,0.813961836,Female,65+,Post-graduate degree,"Less than $15,000",South,Metropolitan,White,No,Democrat,,I did not vote,
64d3c12e-454e-4ec4-a795-98207b94cfaa,0.585800885,Female,50-64,4-year or bachelor degree,"$100,000 to under $150,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
36463bbf-a8af-409c-b501-1e6be43ad4d3,0.743493671,Male,50-64,High school graduate or GED,"$15,000 to under $50,000",Northeast,Non-metro,White,No,Republican,,I voted,Donald Trump
9a483736-a14f-4b25-98cf-2fc9e9b920a0,2.367831615,Female,18-29,High school graduate or GED,"Less than $15,000",South,Metropolitan,White,Yes,Democrat,,I did not vote,
ef4ebe68-5ec8-449b-a4a0-95d072f53bcc,0.485856724,Female,65+,4-year or bachelor degree,"Less than $15,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
4ce55a14-345b-4b35-9056-6d688f454c0c,0.989842945,Male,65+,4-year or bachelor degree,"$150,000 to under $200,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
f7a3f0fe-a3d0-4ba5-b0ee-01f44d03b4cc,0.769121696,Male,30-49,Post-graduate degree,"$150,000 to under $200,000",West,Metropolitan,Some other race,No,Democrat,,I voted,Kamala Harris
b5514750-f33a-4b77-a4a2-760c2b020d3c,0.685695039,Female,65+,Post-graduate degree,"$75,000 to under $100,000",South,Non-metro,White,No,Independent,The Republican Party,I voted,Donald Trump
f6d76976-9e80-4825-a6b4-15995e2ae301,0.478963388,Male,30-49,2-year or associate degree,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
fcfa2743-0948-4d14-8e72-843ed65614d2,0.828062232,Female,30-49,"Some college, no degree","$150,000 to under $200,000",South,Metropolitan,Native American or American Indian,No,Republican,,I voted,Donald Trump
53a5d72c-867d-497f-bd7a-5188e337a5b3,0.828062232,Female,30-49,2-year or associate degree,"$50,000 to under $75,000",South,Metropolitan,Mixed race,No,Republican,,I voted,Donald Trump
6094d0eb-eb7a-4f86-82bd-f84952c7345d,0.691585794,Female,30-49,4-year or bachelor degree,"$100,000 to under $150,000",South,Metropolitan,White,Yes,Democrat,,I voted,Kamala Harris
f4b480f3-8c4a-43ad-ae3f-197bae151531,0.616361684,Female,65+,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Independent,Neither,I voted,Donald Trump
